neighbourhood,month,year,count 
Yonge-St.Clair,December,2015,16
Rosedale-Moore Park,December,2015,12
Mount Pleasant East,December,2015,15
Yonge-Eglinton,December,2015,17
Forest Hill South,December,2015,12
Forest Hill North,December,2015,20
Lawrence Park South,December,2015,20
Mount Pleasant West,December,2015,13
Lawrence Park North,December,2015,13
Humewood-Cedarvale,December,2015,16
Oakwood Village,December,2015,17
Briar Hill-Belgravia,December,2015,14
Caledonia-Fairbank,December,2015,14
Keelesdale-Eglinton West,December,2015,15
Rockcliffe-Smythe,December,2015,14
Beechborough-Greenbrook,December,2015,15
Weston,December,2015,15
Lambton Baby Point,December,2015,15
Mount Dennis,December,2015,12
Steeles,December,2015,12
L'Amoreaux,December,2015,18
Tam O'Shanter-Sullivan,December,2015,12
Wexford/Maryvale,December,2015,20
Clairlea-Birchmount,December,2015,18
Oakridge,December,2015,18
Birchcliffe-Cliffside,December,2015,14
Cliffcrest,December,2015,19
Kennedy Park,December,2015,13
Ionview,December,2015,18
Dorset Park,December,2015,20
Bendale,December,2015,20
Agincourt South-Malvern West,December,2015,16
Agincourt North,December,2015,16
Milliken,December,2015,19
Rouge,December,2015,20
Malvern,December,2015,16
Centennial Scarborough,December,2015,15
Highland Creek,December,2015,17
Morningside,December,2015,19
West Humber-Clairville,January,2016,22
Mount Olive-Silverstone-Jamestown,January,2016,15
Thistletown-Beaumond Heights,January,2016,16
Rexdale-Kipling,January,2016,16
Elms-Old Rexdale,January,2016,22
Kingsview Village-The Westway,January,2016,22
Willowridge-Martingrove-Richview,January,2016,21
Humber Heights-Westmount,January,2016,17
Edenbridge-Humber Valley,January,2016,19
Princess-Rosethorn,January,2016,18
Eringate-Centennial-West DeaneMarkland Wood,January,2016,14
Etobicoke West Mall,January,2016,16
Islington-City Centre West,January,2016,21
Kingsway South,January,2016,15
Stonegate-Queensway,January,2016,21
Mimico,January,2016,21
New Toronto,January,2016,22
Long Branch,January,2016,16
Alderwood,January,2016,15
Humber Summit,January,2016,19
Humbermede,January,2016,19
Pelmo Park-Humberlea,January,2016,17
Black Creek,January,2016,15
Glenfield-Jane Heights,January,2016,20
Downsview-Roding-CFB,January,2016,22
York University Heights,January,2016,18
Rustic,January,2016,15
Maple Leaf,January,2016,17
Brookhaven-Amesbury,January,2016,17
Yorkdale-Glen Park,January,2016,14
Englemount-Lawrence,January,2016,15
Clanton Park,January,2016,14
Bathurst Manor,January,2016,22
Westminster-Branson,January,2016,15
Newtonbrook West,January,2016,22
Willowdale West,January,2016,16
Lansing-Westgate,January,2016,17
Bedford Park-Nortown,January,2016,17
St.Andrew-Windfields,January,2016,21
Bridle Path-Sunnybrook-York Mills,January,2016,14
Banbury-Don Mills,January,2016,17
Victoria Village,January,2016,21
Flemingdon Park,January,2016,20
Parkwoods-Donalda,January,2016,21
Pleasant View,January,2016,14
Don Valley Village,January,2016,17
Hillcrest Village,January,2016,20
Bayview Woods-Steeles,January,2016,22
Newtonbrook East,January,2016,22
Willowdale East,January,2016,14
Bayview Village,January,2016,19
Henry Farm,January,2016,16
O'Connor-Parkview,January,2016,19
Thorncliffe Park,January,2016,18
Leaside-Bennington,January,2016,14
Broadview North,January,2016,20
Old East York,January,2016,17
Danforth-East York,January,2016,16
Woodbine-Lumsden,January,2016,17
Taylor-Massey,January,2016,21
East End-Danforth,January,2016,18
The Beaches,January,2016,15
Woodbine Corridor,January,2016,22
Greenwood-Coxwell,January,2016,14
Danforth,January,2016,21
Playter Estates-Danforth,January,2016,19
North Riverdale,January,2016,18
Blake-Jones,January,2016,20
South Riverdale,January,2016,21
Cabbagetown-South St.James Town,January,2016,21
Regent Park,January,2016,22
Moss Park,January,2016,14
North St.James Town,January,2016,19
Church-Yonge Corridor,January,2016,15
Bay Street Corridor,January,2016,22
Waterfront Communities-The Island,January,2016,15
Kensington-Chinatown,January,2016,21
University,January,2016,22
Palmerston-Little Italy,January,2016,19
Trinity-Bellwoods,January,2016,20
Niagara,January,2016,15
Dufferin Grove,January,2016,19
Little Portugal,January,2016,21
South Parkdale,January,2016,16
Roncesvalles,January,2016,16
High Park-Swansea,January,2016,17
High Park North,January,2016,14
Runnymede-Bloor West VillageJunction Area,January,2016,22
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,January,2016,21
Annex,January,2016,14
Casa Loma,January,2016,19
Yonge-St.Clair,January,2016,17
Rosedale-Moore Park,January,2016,18
Mount Pleasant East,January,2016,14
Yonge-Eglinton,January,2016,19
Forest Hill South,January,2016,14
Forest Hill North,January,2016,16
Lawrence Park South,January,2016,19
Mount Pleasant West,January,2016,17
Lawrence Park North,January,2016,15
Humewood-Cedarvale,January,2016,20
Oakwood Village,January,2016,15
Briar Hill-Belgravia,January,2016,19
Caledonia-Fairbank,January,2016,20
Keelesdale-Eglinton West,January,2016,18
Rockcliffe-Smythe,January,2016,17
Beechborough-Greenbrook,January,2016,14
Weston,January,2016,17
Lambton Baby Point,January,2016,15
Mount Dennis,January,2016,16
Steeles,January,2016,18
L'Amoreaux,January,2016,20
Tam O'Shanter-Sullivan,January,2016,22
Wexford/Maryvale,January,2016,22
Clairlea-Birchmount,January,2016,14
Oakridge,January,2016,18
Birchcliffe-Cliffside,January,2016,15
Cliffcrest,January,2016,20
Kennedy Park,January,2016,18
Ionview,January,2016,16
Dorset Park,January,2016,19
Bendale,January,2016,17
Agincourt South-Malvern West,January,2016,21
Agincourt North,January,2016,20
Milliken,January,2016,18
Rouge,January,2016,22
Malvern,January,2016,14
Centennial Scarborough,January,2016,22
Highland Creek,January,2016,16
Morningside,January,2016,22
West Humber-Clairville,February,2016,18
Mount Olive-Silverstone-Jamestown,February,2016,15
Thistletown-Beaumond Heights,February,2016,15
Rexdale-Kipling,February,2016,20
Elms-Old Rexdale,February,2016,21
Kingsview Village-The Westway,February,2016,19
Willowridge-Martingrove-Richview,February,2016,20
Humber Heights-Westmount,February,2016,16
Edenbridge-Humber Valley,February,2016,16
Princess-Rosethorn,February,2016,16
Eringate-Centennial-West DeaneMarkland Wood,February,2016,16
Etobicoke West Mall,February,2016,15
Islington-City Centre West,February,2016,17
Kingsway South,February,2016,21
Stonegate-Queensway,February,2016,18
Mimico,February,2016,15
New Toronto,February,2016,22
Long Branch,February,2016,17
Alderwood,February,2016,20
Humber Summit,February,2016,19
Humbermede,February,2016,21
Pelmo Park-Humberlea,February,2016,17
Black Creek,February,2016,20
Glenfield-Jane Heights,February,2016,17
Downsview-Roding-CFB,February,2016,15
York University Heights,February,2016,20
Rustic,February,2016,21
Maple Leaf,February,2016,16
Brookhaven-Amesbury,February,2016,15
Yorkdale-Glen Park,February,2016,18
Englemount-Lawrence,February,2016,19
Clanton Park,February,2016,16
Bathurst Manor,February,2016,14
Westminster-Branson,February,2016,15
Newtonbrook West,February,2016,14
Willowdale West,February,2016,22
Lansing-Westgate,February,2016,17
Bedford Park-Nortown,February,2016,19
St.Andrew-Windfields,February,2016,18
Bridle Path-Sunnybrook-York Mills,February,2016,19
Banbury-Don Mills,February,2016,16
Victoria Village,February,2016,17
Flemingdon Park,February,2016,18
Parkwoods-Donalda,February,2016,14
Pleasant View,February,2016,19
Don Valley Village,February,2016,21
Hillcrest Village,February,2016,18
Bayview Woods-Steeles,February,2016,19
Newtonbrook East,February,2016,19
Willowdale East,February,2016,14
Bayview Village,February,2016,19
Henry Farm,February,2016,22
O'Connor-Parkview,February,2016,19
Thorncliffe Park,February,2016,17
Leaside-Bennington,February,2016,21
Broadview North,February,2016,16
Old East York,February,2016,16
Danforth-East York,February,2016,16
Woodbine-Lumsden,February,2016,17
Taylor-Massey,February,2016,17
East End-Danforth,February,2016,16
The Beaches,February,2016,19
Woodbine Corridor,February,2016,15
Greenwood-Coxwell,February,2016,14
Danforth,February,2016,21
Playter Estates-Danforth,February,2016,21
North Riverdale,February,2016,16
Blake-Jones,February,2016,14
South Riverdale,February,2016,18
Cabbagetown-South St.James Town,February,2016,21
Regent Park,February,2016,21
Moss Park,February,2016,20
North St.James Town,February,2016,17
Church-Yonge Corridor,February,2016,19
Bay Street Corridor,February,2016,20
Waterfront Communities-The Island,February,2016,20
Kensington-Chinatown,February,2016,15
University,February,2016,19
Palmerston-Little Italy,February,2016,17
Trinity-Bellwoods,February,2016,19
Niagara,February,2016,17
Dufferin Grove,February,2016,21
Little Portugal,February,2016,19
South Parkdale,February,2016,16
Roncesvalles,February,2016,20
High Park-Swansea,February,2016,21
High Park North,February,2016,22
Runnymede-Bloor West VillageJunction Area,February,2016,14
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,February,2016,22
Annex,February,2016,16
Casa Loma,February,2016,20
Yonge-St.Clair,February,2016,20
Rosedale-Moore Park,February,2016,18
Mount Pleasant East,February,2016,19
Yonge-Eglinton,February,2016,19
Forest Hill South,February,2016,19
Forest Hill North,February,2016,17
Lawrence Park South,February,2016,22
Mount Pleasant West,February,2016,18
Lawrence Park North,February,2016,14
Humewood-Cedarvale,February,2016,16
Oakwood Village,February,2016,19
Briar Hill-Belgravia,February,2016,14
Caledonia-Fairbank,February,2016,20
Keelesdale-Eglinton West,February,2016,21
Rockcliffe-Smythe,February,2016,19
Beechborough-Greenbrook,February,2016,21
Weston,February,2016,18
Lambton Baby Point,February,2016,14
Mount Dennis,February,2016,19
Steeles,February,2016,18
L'Amoreaux,February,2016,14
Tam O'Shanter-Sullivan,February,2016,14
Wexford/Maryvale,February,2016,21
Clairlea-Birchmount,February,2016,17
Oakridge,February,2016,18
Birchcliffe-Cliffside,February,2016,22
Cliffcrest,February,2016,17
Kennedy Park,February,2016,22
Ionview,February,2016,19
Dorset Park,February,2016,15
Bendale,February,2016,16
Agincourt South-Malvern West,February,2016,16
Agincourt North,February,2016,21
Milliken,February,2016,20
Rouge,February,2016,20
Malvern,February,2016,20
Centennial Scarborough,February,2016,22
Highland Creek,February,2016,15
Morningside,February,2016,17
West Humber-Clairville,March,2016,14
Mount Olive-Silverstone-Jamestown,March,2016,18
Thistletown-Beaumond Heights,March,2016,18
Rexdale-Kipling,March,2016,15
Elms-Old Rexdale,March,2016,21
Kingsview Village-The Westway,March,2016,21
Willowridge-Martingrove-Richview,March,2016,18
Humber Heights-Westmount,March,2016,14
Edenbridge-Humber Valley,March,2016,16
Princess-Rosethorn,March,2016,15
Eringate-Centennial-West DeaneMarkland Wood,March,2016,20
Etobicoke West Mall,March,2016,16
Islington-City Centre West,March,2016,20
Kingsway South,March,2016,17
Stonegate-Queensway,March,2016,21
Mimico,March,2016,22
New Toronto,March,2016,18
Long Branch,March,2016,20
Alderwood,March,2016,16
Humber Summit,March,2016,17
Humbermede,March,2016,17
Pelmo Park-Humberlea,March,2016,22
Black Creek,March,2016,16
Glenfield-Jane Heights,March,2016,20
Downsview-Roding-CFB,March,2016,16
York University Heights,March,2016,19
Rustic,March,2016,21
Maple Leaf,March,2016,15
Brookhaven-Amesbury,March,2016,20
Yorkdale-Glen Park,March,2016,22
Englemount-Lawrence,March,2016,16
Clanton Park,March,2016,16
Bathurst Manor,March,2016,17
Westminster-Branson,March,2016,14
Newtonbrook West,March,2016,16
Willowdale West,March,2016,18
Lansing-Westgate,March,2016,17
Bedford Park-Nortown,March,2016,22
St.Andrew-Windfields,March,2016,16
Bridle Path-Sunnybrook-York Mills,March,2016,18
Banbury-Don Mills,March,2016,17
Victoria Village,March,2016,21
Flemingdon Park,March,2016,19
Parkwoods-Donalda,March,2016,21
Pleasant View,March,2016,20
Don Valley Village,March,2016,20
Hillcrest Village,March,2016,19
Bayview Woods-Steeles,March,2016,20
Newtonbrook East,March,2016,18
Willowdale East,March,2016,16
Bayview Village,March,2016,16
Henry Farm,March,2016,17
O'Connor-Parkview,March,2016,15
Thorncliffe Park,March,2016,16
Leaside-Bennington,March,2016,15
Broadview North,March,2016,14
Old East York,March,2016,17
Danforth-East York,March,2016,16
Woodbine-Lumsden,March,2016,17
Taylor-Massey,March,2016,17
East End-Danforth,March,2016,17
The Beaches,March,2016,20
Woodbine Corridor,March,2016,19
Greenwood-Coxwell,March,2016,17
Danforth,March,2016,15
Playter Estates-Danforth,March,2016,16
North Riverdale,March,2016,21
Blake-Jones,March,2016,14
South Riverdale,March,2016,14
Cabbagetown-South St.James Town,March,2016,19
Regent Park,March,2016,14
Moss Park,March,2016,20
North St.James Town,March,2016,20
Church-Yonge Corridor,March,2016,16
Bay Street Corridor,March,2016,19
Waterfront Communities-The Island,March,2016,22
Kensington-Chinatown,March,2016,19
University,March,2016,18
Palmerston-Little Italy,March,2016,22
Trinity-Bellwoods,March,2016,14
Niagara,March,2016,20
Dufferin Grove,March,2016,22
Little Portugal,March,2016,21
South Parkdale,March,2016,17
Roncesvalles,March,2016,16
High Park-Swansea,March,2016,20
High Park North,March,2016,22
Runnymede-Bloor West VillageJunction Area,March,2016,18
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,March,2016,21
Annex,March,2016,21
Casa Loma,March,2016,21
Yonge-St.Clair,March,2016,20
Rosedale-Moore Park,March,2016,15
Mount Pleasant East,March,2016,21
Yonge-Eglinton,March,2016,18
Forest Hill South,March,2016,16
Forest Hill North,March,2016,21
Lawrence Park South,March,2016,19
Mount Pleasant West,March,2016,15
Lawrence Park North,March,2016,18
Humewood-Cedarvale,March,2016,22
Oakwood Village,March,2016,22
Briar Hill-Belgravia,March,2016,20
Caledonia-Fairbank,March,2016,18
Keelesdale-Eglinton West,March,2016,16
Rockcliffe-Smythe,March,2016,19
Beechborough-Greenbrook,March,2016,22
Weston,March,2016,21
Lambton Baby Point,March,2016,16
Mount Dennis,March,2016,21
Steeles,March,2016,18
L'Amoreaux,March,2016,16
Tam O'Shanter-Sullivan,March,2016,18
Wexford/Maryvale,March,2016,22
Clairlea-Birchmount,March,2016,14
Oakridge,March,2016,18
Birchcliffe-Cliffside,March,2016,19
Cliffcrest,March,2016,14
Kennedy Park,March,2016,22
Ionview,March,2016,20
Dorset Park,March,2016,19
Bendale,March,2016,16
Agincourt South-Malvern West,March,2016,17
Agincourt North,March,2016,22
Milliken,March,2016,17
Rouge,March,2016,17
Malvern,March,2016,21
Centennial Scarborough,March,2016,15
Highland Creek,March,2016,20
Morningside,March,2016,20
West Humber-Clairville,April,2016,17
Mount Olive-Silverstone-Jamestown,April,2016,16
Thistletown-Beaumond Heights,April,2016,14
Rexdale-Kipling,April,2016,17
Elms-Old Rexdale,April,2016,18
Kingsview Village-The Westway,April,2016,14
Willowridge-Martingrove-Richview,April,2016,20
Humber Heights-Westmount,April,2016,21
Edenbridge-Humber Valley,April,2016,15
Princess-Rosethorn,April,2016,18
Eringate-Centennial-West DeaneMarkland Wood,April,2016,17
Etobicoke West Mall,April,2016,19
Islington-City Centre West,April,2016,20
Kingsway South,April,2016,22
Stonegate-Queensway,April,2016,19
Mimico,April,2016,21
New Toronto,April,2016,17
Long Branch,April,2016,22
Alderwood,April,2016,22
Humber Summit,April,2016,14
Humbermede,April,2016,16
Pelmo Park-Humberlea,April,2016,16
Black Creek,April,2016,21
Glenfield-Jane Heights,April,2016,22
Downsview-Roding-CFB,April,2016,17
York University Heights,April,2016,18
Rustic,April,2016,18
Maple Leaf,April,2016,16
Brookhaven-Amesbury,April,2016,15
Yorkdale-Glen Park,April,2016,20
Englemount-Lawrence,April,2016,21
Clanton Park,April,2016,15
Bathurst Manor,April,2016,18
Westminster-Branson,April,2016,15
Newtonbrook West,April,2016,14
Willowdale West,April,2016,19
Lansing-Westgate,April,2016,20
Bedford Park-Nortown,April,2016,20
St.Andrew-Windfields,April,2016,20
Bridle Path-Sunnybrook-York Mills,April,2016,20
Banbury-Don Mills,April,2016,16
Victoria Village,April,2016,15
Flemingdon Park,April,2016,16
Parkwoods-Donalda,April,2016,17
Pleasant View,April,2016,14
Don Valley Village,April,2016,17
Hillcrest Village,April,2016,21
Bayview Woods-Steeles,April,2016,16
Newtonbrook East,April,2016,14
Willowdale East,April,2016,19
Bayview Village,April,2016,21
Henry Farm,April,2016,21
O'Connor-Parkview,April,2016,20
Thorncliffe Park,April,2016,14
Leaside-Bennington,April,2016,21
Broadview North,April,2016,20
Old East York,April,2016,18
Danforth-East York,April,2016,17
Woodbine-Lumsden,April,2016,18
Taylor-Massey,April,2016,17
East End-Danforth,April,2016,15
The Beaches,April,2016,15
Woodbine Corridor,April,2016,15
Greenwood-Coxwell,April,2016,20
Danforth,April,2016,16
Playter Estates-Danforth,April,2016,21
North Riverdale,April,2016,17
Blake-Jones,April,2016,20
South Riverdale,April,2016,15
Cabbagetown-South St.James Town,April,2016,20
Regent Park,April,2016,21
Moss Park,April,2016,19
North St.James Town,April,2016,15
Church-Yonge Corridor,April,2016,21
Bay Street Corridor,April,2016,17
Waterfront Communities-The Island,April,2016,20
Kensington-Chinatown,April,2016,18
University,April,2016,18
Palmerston-Little Italy,April,2016,19
Trinity-Bellwoods,April,2016,20
Niagara,April,2016,21
Dufferin Grove,April,2016,16
Little Portugal,April,2016,18
South Parkdale,April,2016,14
Roncesvalles,April,2016,16
High Park-Swansea,April,2016,17
High Park North,April,2016,20
Runnymede-Bloor West VillageJunction Area,April,2016,18
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,April,2016,15
Annex,April,2016,20
Casa Loma,April,2016,20
Yonge-St.Clair,April,2016,17
Rosedale-Moore Park,April,2016,16
Mount Pleasant East,April,2016,19
Yonge-Eglinton,April,2016,15
Forest Hill South,April,2016,19
Forest Hill North,April,2016,18
Lawrence Park South,April,2016,21
Mount Pleasant West,April,2016,22
Lawrence Park North,April,2016,18
Humewood-Cedarvale,April,2016,18
Oakwood Village,April,2016,18
Briar Hill-Belgravia,April,2016,17
Caledonia-Fairbank,April,2016,21
Keelesdale-Eglinton West,April,2016,18
Rockcliffe-Smythe,April,2016,16
Beechborough-Greenbrook,April,2016,20
Weston,April,2016,15
Lambton Baby Point,April,2016,14
Mount Dennis,April,2016,16
Steeles,April,2016,17
L'Amoreaux,April,2016,21
Tam O'Shanter-Sullivan,April,2016,20
Wexford/Maryvale,April,2016,16
Clairlea-Birchmount,April,2016,20
Oakridge,April,2016,15
Birchcliffe-Cliffside,April,2016,20
Cliffcrest,April,2016,14
Kennedy Park,April,2016,17
Ionview,April,2016,22
Dorset Park,April,2016,20
Bendale,April,2016,19
Agincourt South-Malvern West,April,2016,17
Agincourt North,April,2016,18
Milliken,April,2016,15
Rouge,April,2016,17
Malvern,April,2016,14
Centennial Scarborough,April,2016,22
Highland Creek,April,2016,19
Morningside,April,2016,16
West Humber-Clairville,May,2016,17
Mount Olive-Silverstone-Jamestown,May,2016,18
Thistletown-Beaumond Heights,May,2016,14
Rexdale-Kipling,May,2016,18
Elms-Old Rexdale,May,2016,17
Kingsview Village-The Westway,May,2016,18
Willowridge-Martingrove-Richview,May,2016,18
Humber Heights-Westmount,May,2016,14
Edenbridge-Humber Valley,May,2016,17
Princess-Rosethorn,May,2016,22
Eringate-Centennial-West DeaneMarkland Wood,May,2016,20
Etobicoke West Mall,May,2016,15
Islington-City Centre West,May,2016,15
Kingsway South,May,2016,14
Stonegate-Queensway,May,2016,19
Mimico,May,2016,21
New Toronto,May,2016,17
Long Branch,May,2016,14
Alderwood,May,2016,21
Humber Summit,May,2016,22
Humbermede,May,2016,19
Pelmo Park-Humberlea,May,2016,14
Black Creek,May,2016,20
Glenfield-Jane Heights,May,2016,20
Downsview-Roding-CFB,May,2016,22
York University Heights,May,2016,19
Rustic,May,2016,18
Maple Leaf,May,2016,18
Brookhaven-Amesbury,May,2016,17
Yorkdale-Glen Park,May,2016,21
Englemount-Lawrence,May,2016,14
Clanton Park,May,2016,22
Bathurst Manor,May,2016,19
Westminster-Branson,May,2016,18
Newtonbrook West,May,2016,21
Willowdale West,May,2016,17
Lansing-Westgate,May,2016,22
Bedford Park-Nortown,May,2016,21
St.Andrew-Windfields,May,2016,18
Bridle Path-Sunnybrook-York Mills,May,2016,14
Banbury-Don Mills,May,2016,21
Victoria Village,May,2016,14
Flemingdon Park,May,2016,15
Parkwoods-Donalda,May,2016,15
Pleasant View,May,2016,18
Don Valley Village,May,2016,17
Hillcrest Village,May,2016,14
Bayview Woods-Steeles,May,2016,21
Newtonbrook East,May,2016,21
Willowdale East,May,2016,20
Bayview Village,May,2016,14
Henry Farm,May,2016,16
O'Connor-Parkview,May,2016,16
Thorncliffe Park,May,2016,20
Leaside-Bennington,May,2016,20
Broadview North,May,2016,18
Old East York,May,2016,16
Danforth-East York,May,2016,16
Woodbine-Lumsden,May,2016,15
Taylor-Massey,May,2016,22
East End-Danforth,May,2016,21
The Beaches,May,2016,18
Woodbine Corridor,May,2016,17
Greenwood-Coxwell,May,2016,21
Danforth,May,2016,22
Playter Estates-Danforth,May,2016,19
North Riverdale,May,2016,15
Blake-Jones,May,2016,21
South Riverdale,May,2016,17
Cabbagetown-South St.James Town,May,2016,19
Regent Park,May,2016,18
Moss Park,May,2016,18
North St.James Town,May,2016,15
Church-Yonge Corridor,May,2016,18
Bay Street Corridor,May,2016,19
Waterfront Communities-The Island,May,2016,22
Kensington-Chinatown,May,2016,22
University,May,2016,18
Palmerston-Little Italy,May,2016,15
Trinity-Bellwoods,May,2016,16
Niagara,May,2016,17
Dufferin Grove,May,2016,19
Little Portugal,May,2016,22
South Parkdale,May,2016,16
Roncesvalles,May,2016,14
High Park-Swansea,May,2016,17
High Park North,May,2016,19
Runnymede-Bloor West VillageJunction Area,May,2016,17
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,May,2016,16
Annex,May,2016,17
Casa Loma,May,2016,14
Yonge-St.Clair,May,2016,16
Rosedale-Moore Park,May,2016,22
Mount Pleasant East,May,2016,19
Yonge-Eglinton,May,2016,22
Forest Hill South,May,2016,16
Forest Hill North,May,2016,16
Lawrence Park South,May,2016,17
Mount Pleasant West,May,2016,21
Lawrence Park North,May,2016,22
Humewood-Cedarvale,May,2016,18
Oakwood Village,May,2016,14
Briar Hill-Belgravia,May,2016,18
Caledonia-Fairbank,May,2016,19
Keelesdale-Eglinton West,May,2016,19
Rockcliffe-Smythe,May,2016,15
Beechborough-Greenbrook,May,2016,14
Weston,May,2016,20
Lambton Baby Point,May,2016,21
Mount Dennis,May,2016,18
Steeles,May,2016,19
L'Amoreaux,May,2016,20
Tam O'Shanter-Sullivan,May,2016,17
Wexford/Maryvale,May,2016,20
Clairlea-Birchmount,May,2016,16
Oakridge,May,2016,14
Birchcliffe-Cliffside,May,2016,21
Cliffcrest,May,2016,22
Kennedy Park,May,2016,16
Ionview,May,2016,21
Dorset Park,May,2016,15
Bendale,May,2016,18
Agincourt South-Malvern West,May,2016,17
Agincourt North,May,2016,19
Milliken,May,2016,21
Rouge,May,2016,20
Malvern,May,2016,22
Centennial Scarborough,May,2016,21
Highland Creek,May,2016,17
Morningside,May,2016,19
West Humber-Clairville,June,2016,19
Mount Olive-Silverstone-Jamestown,June,2016,17
Thistletown-Beaumond Heights,June,2016,17
Rexdale-Kipling,June,2016,21
Elms-Old Rexdale,June,2016,14
Kingsview Village-The Westway,June,2016,15
Willowridge-Martingrove-Richview,June,2016,18
Humber Heights-Westmount,June,2016,18
Edenbridge-Humber Valley,June,2016,15
Princess-Rosethorn,June,2016,22
Eringate-Centennial-West DeaneMarkland Wood,June,2016,22
Etobicoke West Mall,June,2016,15
Islington-City Centre West,June,2016,17
Kingsway South,June,2016,19
Stonegate-Queensway,June,2016,16
Mimico,June,2016,20
New Toronto,June,2016,16
Long Branch,June,2016,18
Alderwood,June,2016,22
Humber Summit,June,2016,19
Humbermede,June,2016,14
Pelmo Park-Humberlea,June,2016,21
Black Creek,June,2016,15
Glenfield-Jane Heights,June,2016,17
Downsview-Roding-CFB,June,2016,21
York University Heights,June,2016,22
Rustic,June,2016,16
Maple Leaf,June,2016,16
Brookhaven-Amesbury,June,2016,14
Yorkdale-Glen Park,June,2016,19
Englemount-Lawrence,June,2016,21
Clanton Park,June,2016,16
Bathurst Manor,June,2016,19
Westminster-Branson,June,2016,19
Newtonbrook West,June,2016,18
Willowdale West,June,2016,15
Lansing-Westgate,June,2016,17
Bedford Park-Nortown,June,2016,17
St.Andrew-Windfields,June,2016,18
Bridle Path-Sunnybrook-York Mills,June,2016,18
Banbury-Don Mills,June,2016,16
Victoria Village,June,2016,14
Flemingdon Park,June,2016,21
Parkwoods-Donalda,June,2016,16
Pleasant View,June,2016,18
Don Valley Village,June,2016,20
Hillcrest Village,June,2016,19
Bayview Woods-Steeles,June,2016,16
Newtonbrook East,June,2016,17
Willowdale East,June,2016,14
Bayview Village,June,2016,22
Henry Farm,June,2016,15
O'Connor-Parkview,June,2016,21
Thorncliffe Park,June,2016,17
Leaside-Bennington,June,2016,19
Broadview North,June,2016,21
Old East York,June,2016,21
Danforth-East York,June,2016,18
Woodbine-Lumsden,June,2016,17
Taylor-Massey,June,2016,18
East End-Danforth,June,2016,19
The Beaches,June,2016,16
Woodbine Corridor,June,2016,21
Greenwood-Coxwell,June,2016,19
Danforth,June,2016,22
Playter Estates-Danforth,June,2016,15
North Riverdale,June,2016,19
Blake-Jones,June,2016,19
South Riverdale,June,2016,18
Cabbagetown-South St.James Town,June,2016,15
Regent Park,June,2016,16
Moss Park,June,2016,20
North St.James Town,June,2016,14
Church-Yonge Corridor,June,2016,17
Bay Street Corridor,June,2016,22
Waterfront Communities-The Island,June,2016,14
Kensington-Chinatown,June,2016,20
University,June,2016,15
Palmerston-Little Italy,June,2016,18
Trinity-Bellwoods,June,2016,14
Niagara,June,2016,20
Dufferin Grove,June,2016,17
Little Portugal,June,2016,16
South Parkdale,June,2016,22
Roncesvalles,June,2016,16
High Park-Swansea,June,2016,15
High Park North,June,2016,19
Runnymede-Bloor West VillageJunction Area,June,2016,18
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,June,2016,18
Annex,June,2016,20
Casa Loma,June,2016,22
Yonge-St.Clair,June,2016,21
Rosedale-Moore Park,June,2016,21
Mount Pleasant East,June,2016,16
Yonge-Eglinton,June,2016,14
Forest Hill South,June,2016,22
Forest Hill North,June,2016,14
Lawrence Park South,June,2016,14
Mount Pleasant West,June,2016,16
Lawrence Park North,June,2016,14
Humewood-Cedarvale,June,2016,20
Oakwood Village,June,2016,19
Briar Hill-Belgravia,June,2016,20
Caledonia-Fairbank,June,2016,19
Keelesdale-Eglinton West,June,2016,18
Rockcliffe-Smythe,June,2016,20
Beechborough-Greenbrook,June,2016,20
Weston,June,2016,22
Lambton Baby Point,June,2016,20
Mount Dennis,June,2016,17
Steeles,June,2016,14
L'Amoreaux,June,2016,17
Tam O'Shanter-Sullivan,June,2016,16
Wexford/Maryvale,June,2016,17
Clairlea-Birchmount,June,2016,21
Oakridge,June,2016,16
Birchcliffe-Cliffside,June,2016,21
Cliffcrest,June,2016,15
Kennedy Park,June,2016,19
Ionview,June,2016,17
Dorset Park,June,2016,19
Bendale,June,2016,15
Agincourt South-Malvern West,June,2016,22
Agincourt North,June,2016,21
Milliken,June,2016,22
Rouge,June,2016,16
Malvern,June,2016,18
Centennial Scarborough,June,2016,21
Highland Creek,June,2016,16
Morningside,June,2016,17
West Humber-Clairville,July,2016,22
Mount Olive-Silverstone-Jamestown,July,2016,21
Thistletown-Beaumond Heights,July,2016,18
Rexdale-Kipling,July,2016,14
Elms-Old Rexdale,July,2016,17
Kingsview Village-The Westway,July,2016,14
Willowridge-Martingrove-Richview,July,2016,16
Humber Heights-Westmount,July,2016,17
Edenbridge-Humber Valley,July,2016,22
Princess-Rosethorn,July,2016,20
Eringate-Centennial-West DeaneMarkland Wood,July,2016,15
Etobicoke West Mall,July,2016,16
Islington-City Centre West,July,2016,19
