neighbourhood,month,year,count 
New Toronto,December,2017,3
Taylor-Massey,December,2017,6
Centennial Scarborough,December,2017,6
Newtonbrook West,December,2017,5
Dufferin Grove,December,2017,5
Bay Street Corridor,December,2017,4
Highland Creek,December,2017,4
Kensington-Chinatown,December,2017,5
High Park North,December,2017,5
St.Andrew-Windfields,December,2017,4
Ionview,December,2017,6
Kingsway South,December,2017,5
The Beaches,December,2017,6
Mount Olive-Silverstone-Jamestown,December,2017,4
Taylor-Massey,December,2017,6
Steeles,December,2017,6
Bendale,December,2017,4
Annex,December,2017,3
Willowridge-Martingrove-Richview,December,2017,5
Morningside,December,2017,3
Dufferin Grove,December,2017,4
Scarborough Village,December,2017,3
Danforth,December,2017,5
Malvern,December,2017,3
Broadview North,December,2017,3
Rockcliffe-Smythe,December,2017,3
Blake-Jones,December,2017,6
Blake-Jones,December,2017,4
Highland Creek,December,2017,5
Milliken,December,2017,6
Little Portugal,December,2017,4
Highland Creek,December,2017,5
Kensington-Chinatown,December,2017,4
Mount Olive-Silverstone-Jamestown,December,2017,4
Danforth-East York,December,2017,5
Humber Heights-Westmount,December,2017,5
Annex,December,2017,5
Kingsview Village-The Westway,December,2017,5
North Riverdale,December,2017,3
Scarborough Village,December,2017,3
Islington-City Centre West,December,2017,3
Waterfront Communities-The Island,December,2017,3
Kingsview Village-The Westway,December,2017,6
East End-Danforth,December,2017,6
New Toronto,December,2017,4
Woburn,December,2017,6
Runnymede-Bloor West VillageJunction Area,December,2017,4
Bayview Woods-Steeles,December,2017,5
Long Branch,December,2017,4
Broadview North,December,2017,3
Willowdale West,January,2018,7
Islington-City Centre West,January,2018,5
Cliffcrest,January,2018,5
Steeles,January,2018,6
High Park-Swansea,January,2018,5
Rouge,January,2018,4
Alderwood,January,2018,5
Palmerston-Little Italy,January,2018,5
Woodbine Corridor,January,2018,6
Thistletown-Beaumond Heights,January,2018,6
Princess-Rosethorn,January,2018,5
Roncesvalles,January,2018,6
Dufferin Grove,January,2018,4
Pleasant View,January,2018,6
South Parkdale,January,2018,6
Little Portugal,January,2018,7
Humewood-Cedarvale,January,2018,4
Woodbine Corridor,January,2018,4
Highland Creek,January,2018,4
Etobicoke West Mall,January,2018,4
Lambton Baby Point,January,2018,6
Beechborough-Greenbrook,January,2018,6
Yonge-St.Clair,January,2018,6
Casa Loma,January,2018,4
Woodbine-Lumsden,January,2018,4
Black Creek,January,2018,7
High Park-Swansea,January,2018,5
Islington-City Centre West,January,2018,5
Keelesdale-Eglinton West,January,2018,6
High Park-Swansea,January,2018,4
Newtonbrook West,January,2018,6
Clairlea-Birchmount,January,2018,4
Clairlea-Birchmount,January,2018,4
Malvern,January,2018,5
Henry Farm,January,2018,4
Stonegate-Queensway,January,2018,7
Dufferin Grove,January,2018,6
Newtonbrook West,January,2018,6
Thorncliffe Park,January,2018,5
Mount Olive-Silverstone-Jamestown,January,2018,4
Danforth,January,2018,4
Woburn,January,2018,6
Woburn,January,2018,5
Woburn,January,2018,5
Malvern,January,2018,7
Scarborough Village,January,2018,5
Wexford/Maryvale,January,2018,4
Parkwoods-Donalda,January,2018,6
South Parkdale,January,2018,5
New Toronto,January,2018,4
East End-Danforth,January,2018,4
Caledonia-Fairbank,January,2018,4
Blake-Jones,January,2018,7
Yorkdale-Glen Park,January,2018,5
Yonge-St.Clair,January,2018,7
Trinity-Bellwoods,January,2018,5
Woodbine Corridor,January,2018,4
Agincourt South-Malvern West,January,2018,6
Palmerston-Little Italy,January,2018,5
Rockcliffe-Smythe,January,2018,7
Mount Olive-Silverstone-Jamestown,January,2018,7
Palmerston-Little Italy,January,2018,6
Lansing-Westgate,January,2018,7
Forest Hill South,January,2018,4
Humewood-Cedarvale,January,2018,5
Greenwood-Coxwell,January,2018,5
Morningside,January,2018,7
Kingsview Village-The Westway,January,2018,6
Church-Yonge Corridor,January,2018,4
Forest Hill South,January,2018,5
Birchcliffe-Cliffside,January,2018,5
Don Valley Village,January,2018,7
Niagara,January,2018,5
Dorset Park,January,2018,6
Thistletown-Beaumond Heights,January,2018,6
Scarborough Village,January,2018,7
Malvern,January,2018,4
High Park-Swansea,January,2018,6
Willowdale East,January,2018,4
Lansing-Westgate,January,2018,4
Church-Yonge Corridor,January,2018,7
University,January,2018,4
Don Valley Village,January,2018,6
Bathurst Manor,January,2018,6
Rockcliffe-Smythe,January,2018,5
Downsview-Roding-CFB,January,2018,6
York University Heights,January,2018,7
Eringate-Centennial-West DeaneMarkland Wood,January,2018,6
Agincourt North,January,2018,7
Lawrence Park South,January,2018,5
Mimico,January,2018,5
South Riverdale,January,2018,5
St.Andrew-Windfields,January,2018,5
Yorkdale-Glen Park,January,2018,5
Dorset Park,January,2018,7
O'Connor-Parkview,January,2018,7
Woburn,January,2018,4
Bayview Woods-Steeles,January,2018,5
Englemount-Lawrence,January,2018,5
Broadview North,January,2018,4
The Beaches,January,2018,5
Eringate-Centennial-West DeaneMarkland Wood,January,2018,6
Humber Heights-Westmount,January,2018,5
University,January,2018,5
Bridle Path-Sunnybrook-York Mills,January,2018,4
Elms-Old Rexdale,January,2018,7
Keelesdale-Eglinton West,January,2018,6
Kennedy Park,January,2018,4
Don Valley Village,January,2018,7
Bendale,January,2018,5
Kensington-Chinatown,January,2018,7
Oakwood Village,January,2018,5
Malvern,January,2018,4
Rockcliffe-Smythe,January,2018,4
Centennial Scarborough,January,2018,4
Downsview-Roding-CFB,January,2018,6
Dorset Park,January,2018,7
Cliffcrest,January,2018,5
Caledonia-Fairbank,January,2018,4
Broadview North,January,2018,5
Hillcrest Village,January,2018,5
The Beaches,January,2018,4
Mount Pleasant West,January,2018,7
Keelesdale-Eglinton West,January,2018,5
North Riverdale,January,2018,7
Downsview-Roding-CFB,January,2018,6
Black Creek,January,2018,5
Briar Hill-Belgravia,January,2018,4
Newtonbrook West,January,2018,6
Flemingdon Park,January,2018,5
Steeles,January,2018,4
West Humber-Clairville,January,2018,5
Rosedale-Moore Park,January,2018,4
Pelmo Park-Humberlea,January,2018,5
Trinity-Bellwoods,January,2018,6
Parkwoods-Donalda,January,2018,6
Tam O'Shanter-Sullivan,January,2018,6
Broadview North,January,2018,5
Danforth-East York,January,2018,5
Brookhaven-Amesbury,January,2018,5
Bridle Path-Sunnybrook-York Mills,January,2018,6
Morningside,February,2018,7
Yonge-St.Clair,February,2018,4
Humber Summit,February,2018,6
Niagara,February,2018,6
Beechborough-Greenbrook,February,2018,4
Mount Pleasant West,February,2018,6
Mount Pleasant East,February,2018,6
Yonge-St.Clair,February,2018,6
Greenwood-Coxwell,February,2018,6
Beechborough-Greenbrook,February,2018,7
Lawrence Park South,February,2018,5
North Riverdale,February,2018,6
Agincourt South-Malvern West,February,2018,4
Elms-Old Rexdale,February,2018,7
Tam O'Shanter-Sullivan,February,2018,4
O'Connor-Parkview,February,2018,4
Broadview North,February,2018,7
Scarborough Village,February,2018,6
Roncesvalles,February,2018,7
Broadview North,February,2018,7
Keelesdale-Eglinton West,February,2018,4
Clairlea-Birchmount,February,2018,5
Danforth-East York,February,2018,6
Agincourt South-Malvern West,February,2018,7
Clanton Park,February,2018,7
Rustic,February,2018,7
Newtonbrook East,February,2018,5
Mount Dennis,February,2018,7
Trinity-Bellwoods,February,2018,4
Rockcliffe-Smythe,February,2018,6
Rexdale-Kipling,February,2018,5
Brookhaven-Amesbury,February,2018,4
Banbury-Don Mills,February,2018,7
Islington-City Centre West,February,2018,7
East End-Danforth,February,2018,5
Brookhaven-Amesbury,February,2018,7
University,February,2018,5
Woodbine-Lumsden,February,2018,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,February,2018,6
York University Heights,February,2018,5
Black Creek,February,2018,5
Forest Hill South,February,2018,4
Rosedale-Moore Park,February,2018,4
Wexford/Maryvale,February,2018,4
Thorncliffe Park,February,2018,6
Tam O'Shanter-Sullivan,February,2018,7
Church-Yonge Corridor,February,2018,6
Oakridge,February,2018,5
Eglinton East,February,2018,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,February,2018,4
Trinity-Bellwoods,February,2018,4
Agincourt North,February,2018,6
Bay Street Corridor,February,2018,5
Tam O'Shanter-Sullivan,February,2018,4
Willowridge-Martingrove-Richview,February,2018,4
Milliken,February,2018,7
Willowridge-Martingrove-Richview,February,2018,4
Etobicoke West Mall,February,2018,7
Forest Hill South,February,2018,6
Elms-Old Rexdale,February,2018,6
O'Connor-Parkview,February,2018,5
Steeles,February,2018,5
Dorset Park,February,2018,5
Newtonbrook East,February,2018,5
Yonge-Eglinton,February,2018,5
Yorkdale-Glen Park,February,2018,7
New Toronto,February,2018,5
Casa Loma,February,2018,7
Bendale,February,2018,4
Woburn,February,2018,5
Woburn,February,2018,6
O'Connor-Parkview,February,2018,4
O'Connor-Parkview,February,2018,6
Mount Dennis,February,2018,7
Lambton Baby Point,February,2018,4
Humber Summit,February,2018,5
Cliffcrest,February,2018,5
Palmerston-Little Italy,February,2018,7
Clanton Park,February,2018,6
The Beaches,February,2018,5
Woodbine Corridor,February,2018,5
Oakridge,February,2018,6
Edenbridge-Humber Valley,February,2018,6
L'Amoreaux,February,2018,6
Long Branch,February,2018,6
Downsview-Roding-CFB,February,2018,6
Rustic,February,2018,7
Mount Olive-Silverstone-Jamestown,February,2018,7
Niagara,February,2018,6
Lawrence Park South,February,2018,5
Mount Pleasant West,February,2018,7
Forest Hill North,February,2018,5
Edenbridge-Humber Valley,February,2018,5
Regent Park,February,2018,6
Humbermede,February,2018,6
Woburn,February,2018,4
Old East York,February,2018,5
Bendale,February,2018,4
University,February,2018,7
Lambton Baby Point,February,2018,4
Bayview Village,February,2018,5
Playter Estates-Danforth,February,2018,5
Long Branch,February,2018,6
Don Valley Village,February,2018,6
Oakridge,February,2018,7
Yorkdale-Glen Park,February,2018,4
Henry Farm,February,2018,6
Caledonia-Fairbank,February,2018,6
Rexdale-Kipling,February,2018,5
Banbury-Don Mills,February,2018,6
Maple Leaf,February,2018,6
Agincourt North,February,2018,7
Dufferin Grove,February,2018,6
Lawrence Park North,February,2018,4
South Parkdale,February,2018,4
Regent Park,February,2018,7
Edenbridge-Humber Valley,February,2018,4
Oakridge,February,2018,6
Oakwood Village,February,2018,6
Flemingdon Park,February,2018,7
Lambton Baby Point,February,2018,5
Greenwood-Coxwell,February,2018,4
Humbermede,February,2018,6
Rosedale-Moore Park,February,2018,7
Moss Park,February,2018,4
Steeles,February,2018,4
North St.James Town,February,2018,7
The Beaches,February,2018,5
Niagara,February,2018,6
Annex,February,2018,4
Steeles,February,2018,7
Alderwood,February,2018,6
Bayview Village,February,2018,7
Church-Yonge Corridor,February,2018,5
Willowridge-Martingrove-Richview,February,2018,7
Bathurst Manor,February,2018,4
Dorset Park,February,2018,7
Dufferin Grove,February,2018,5
Mount Olive-Silverstone-Jamestown,February,2018,5
Forest Hill South,February,2018,4
Elms-Old Rexdale,February,2018,7
Newtonbrook West,March,2018,7
Eglinton East,March,2018,7
Beechborough-Greenbrook,March,2018,5
L'Amoreaux,March,2018,4
Rockcliffe-Smythe,March,2018,6
Agincourt South-Malvern West,March,2018,4
Rouge,March,2018,5
Little Portugal,March,2018,7
Brookhaven-Amesbury,March,2018,6
Palmerston-Little Italy,March,2018,7
Downsview-Roding-CFB,March,2018,7
Briar Hill-Belgravia,March,2018,4
Agincourt South-Malvern West,March,2018,5
L'Amoreaux,March,2018,4
Rockcliffe-Smythe,March,2018,7
Annex,March,2018,6
The Beaches,March,2018,7
Kensington-Chinatown,March,2018,5
High Park-Swansea,March,2018,4
Yorkdale-Glen Park,March,2018,6
Weston,March,2018,6
Mount Pleasant West,March,2018,7
Casa Loma,March,2018,5
Humber Summit,March,2018,5
Cliffcrest,March,2018,5
Westminster-Branson,March,2018,7
Bendale,March,2018,4
O'Connor-Parkview,March,2018,5
Milliken,March,2018,4
Newtonbrook West,March,2018,5
Kingsway South,March,2018,4
Weston,March,2018,5
Dufferin Grove,March,2018,4
Lambton Baby Point,March,2018,4
Leaside-Bennington,March,2018,7
Clairlea-Birchmount,March,2018,7
Newtonbrook West,March,2018,4
Bayview Village,March,2018,7
Mount Pleasant West,March,2018,5
Willowdale East,March,2018,7
Lawrence Park South,March,2018,4
The Beaches,March,2018,5
St.Andrew-Windfields,March,2018,7
Pleasant View,March,2018,7
Lansing-Westgate,March,2018,5
Lansing-Westgate,March,2018,6
The Beaches,March,2018,4
Roncesvalles,March,2018,6
Edenbridge-Humber Valley,March,2018,7
Pelmo Park-Humberlea,March,2018,7
Englemount-Lawrence,March,2018,4
Moss Park,March,2018,7
Taylor-Massey,March,2018,4
Danforth-East York,March,2018,7
Humber Heights-Westmount,March,2018,7
Henry Farm,March,2018,7
Hillcrest Village,March,2018,7
Moss Park,March,2018,4
North Riverdale,March,2018,5
Palmerston-Little Italy,March,2018,6
Lambton Baby Point,March,2018,6
Pleasant View,March,2018,5
High Park-Swansea,March,2018,6
Cabbagetown-South St.James Town,March,2018,4
Bay Street Corridor,March,2018,4
Lawrence Park North,March,2018,7
York University Heights,March,2018,5
Kingsview Village-The Westway,March,2018,6
Malvern,March,2018,4
Trinity-Bellwoods,March,2018,5
Rustic,March,2018,7
Danforth-East York,March,2018,7
Danforth-East York,March,2018,4
Waterfront Communities-The Island,March,2018,5
Steeles,March,2018,7
Blake-Jones,March,2018,5
Kingsway South,March,2018,5
Blake-Jones,March,2018,4
Bay Street Corridor,March,2018,5
Trinity-Bellwoods,March,2018,4
Parkwoods-Donalda,March,2018,5
Little Portugal,March,2018,4
Henry Farm,March,2018,5
Birchcliffe-Cliffside,March,2018,4
Rustic,March,2018,6
South Parkdale,March,2018,7
Broadview North,March,2018,5
Thorncliffe Park,March,2018,5
Kingsview Village-The Westway,March,2018,7
Willowdale West,March,2018,6
Humber Heights-Westmount,March,2018,5
Pleasant View,March,2018,7
West Humber-Clairville,March,2018,4
Bay Street Corridor,March,2018,5
Dufferin Grove,March,2018,5
Agincourt South-Malvern West,March,2018,5
Casa Loma,March,2018,7
Flemingdon Park,March,2018,6
Playter Estates-Danforth,March,2018,4
Humbermede,March,2018,4
Guildwood,March,2018,6
Etobicoke West Mall,March,2018,4
Humber Heights-Westmount,March,2018,7
Humbermede,March,2018,5
Yorkdale-Glen Park,March,2018,5
Mimico,March,2018,6
Humewood-Cedarvale,March,2018,4
Blake-Jones,March,2018,4
Annex,March,2018,5
Roncesvalles,March,2018,5
Yonge-St.Clair,March,2018,7
Mount Dennis,March,2018,6
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,March,2018,5
Thorncliffe Park,March,2018,4
Morningside,March,2018,7
Etobicoke West Mall,March,2018,7
Stonegate-Queensway,March,2018,5
Rexdale-Kipling,March,2018,5
O'Connor-Parkview,March,2018,7
Don Valley Village,March,2018,4
Alderwood,March,2018,6
Parkwoods-Donalda,March,2018,5
Clanton Park,March,2018,7
Casa Loma,March,2018,5
Agincourt North,March,2018,5
Morningside,March,2018,5
Blake-Jones,March,2018,5
Mount Pleasant East,March,2018,7
L'Amoreaux,March,2018,6
Centennial Scarborough,March,2018,4
L'Amoreaux,March,2018,5
East End-Danforth,March,2018,4
Bendale,March,2018,5
Tam O'Shanter-Sullivan,March,2018,6
Mimico,March,2018,4
Mimico,March,2018,5
High Park-Swansea,March,2018,7
Victoria Village,March,2018,6
Lansing-Westgate,March,2018,7
Clanton Park,March,2018,6
The Beaches,March,2018,7
Roncesvalles,April,2018,7
Englemount-Lawrence,April,2018,7
Bathurst Manor,April,2018,5
Forest Hill North,April,2018,7
Bendale,April,2018,5
West Humber-Clairville,April,2018,4
Tam O'Shanter-Sullivan,April,2018,7
Oakridge,April,2018,5
High Park North,April,2018,4
Brookhaven-Amesbury,April,2018,5
Oakwood Village,April,2018,4
Alderwood,April,2018,6
Rosedale-Moore Park,April,2018,7
Lambton Baby Point,April,2018,4
Tam O'Shanter-Sullivan,April,2018,4
Malvern,April,2018,7
Forest Hill South,April,2018,7
Broadview North,April,2018,6
Beechborough-Greenbrook,April,2018,7
O'Connor-Parkview,April,2018,6
Banbury-Don Mills,April,2018,6
Danforth,April,2018,6
Pleasant View,April,2018,7
Banbury-Don Mills,April,2018,5
Lawrence Park North,April,2018,5
Niagara,April,2018,4
Church-Yonge Corridor,April,2018,5
West Humber-Clairville,April,2018,7
Eringate-Centennial-West DeaneMarkland Wood,April,2018,5
Oakwood Village,April,2018,7
High Park-Swansea,April,2018,7
Mount Dennis,April,2018,6
Forest Hill South,April,2018,4
North Riverdale,April,2018,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,April,2018,5
Humber Summit,April,2018,7
Ionview,April,2018,4
Hillcrest Village,April,2018,5
St.Andrew-Windfields,April,2018,6
Thistletown-Beaumond Heights,April,2018,6
East End-Danforth,April,2018,5
North St.James Town,April,2018,4
Bridle Path-Sunnybrook-York Mills,April,2018,6
Don Valley Village,April,2018,6
Don Valley Village,April,2018,5
Casa Loma,April,2018,7
Hillcrest Village,April,2018,7
Rouge,April,2018,6
High Park-Swansea,April,2018,4
Dorset Park,April,2018,5
Westminster-Branson,April,2018,5
Steeles,April,2018,6
Rouge,April,2018,4
Oakwood Village,April,2018,5
Leaside-Bennington,April,2018,7
Tam O'Shanter-Sullivan,April,2018,5
Willowdale East,April,2018,5
Edenbridge-Humber Valley,April,2018,5
Ionview,April,2018,6
Stonegate-Queensway,April,2018,6
Scarborough Village,April,2018,4
Pelmo Park-Humberlea,April,2018,7
Henry Farm,April,2018,6
Caledonia-Fairbank,April,2018,4
Pleasant View,April,2018,6
Victoria Village,April,2018,6
St.Andrew-Windfields,April,2018,6
York University Heights,April,2018,5
Bay Street Corridor,April,2018,7
Downsview-Roding-CFB,April,2018,4
Centennial Scarborough,April,2018,7
Stonegate-Queensway,April,2018,5
Cliffcrest,April,2018,7
Newtonbrook East,April,2018,6
Eringate-Centennial-West DeaneMarkland Wood,April,2018,7
Danforth,April,2018,4
Bathurst Manor,April,2018,5
Bridle Path-Sunnybrook-York Mills,April,2018,7
Newtonbrook West,April,2018,5
Yonge-Eglinton,April,2018,4
Eringate-Centennial-West DeaneMarkland Wood,April,2018,5
Morningside,April,2018,5
Forest Hill South,April,2018,7
High Park-Swansea,April,2018,7
Clanton Park,April,2018,6
Mount Olive-Silverstone-Jamestown,April,2018,4
Mount Dennis,April,2018,6
Henry Farm,April,2018,4
Mount Pleasant East,April,2018,5
Little Portugal,April,2018,4
Humbermede,April,2018,5
Birchcliffe-Cliffside,April,2018,4
Yonge-Eglinton,April,2018,6
Bendale,April,2018,7
Bendale,April,2018,4
Lambton Baby Point,April,2018,4
High Park North,April,2018,7
North Riverdale,April,2018,6
High Park-Swansea,April,2018,7
Westminster-Branson,April,2018,7
Englemount-Lawrence,April,2018,7
Briar Hill-Belgravia,April,2018,7
Lambton Baby Point,April,2018,7
Roncesvalles,April,2018,4
Woodbine Corridor,April,2018,7
New Toronto,April,2018,4
Lawrence Park South,April,2018,7
Humber Heights-Westmount,April,2018,7
Mount Dennis,April,2018,5
Thorncliffe Park,April,2018,7
Ionview,April,2018,4
Rexdale-Kipling,April,2018,4
Yorkdale-Glen Park,April,2018,6
Regent Park,April,2018,7
York University Heights,April,2018,6
Lambton Baby Point,April,2018,4
Palmerston-Little Italy,April,2018,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,April,2018,5
Princess-Rosethorn,April,2018,4
Church-Yonge Corridor,April,2018,4
Brookhaven-Amesbury,April,2018,5
Oakridge,April,2018,4
Runnymede-Bloor West VillageJunction Area,April,2018,7
Yorkdale-Glen Park,April,2018,4
Dufferin Grove,April,2018,4
Englemount-Lawrence,April,2018,5
West Hill,April,2018,6
Thistletown-Beaumond Heights,April,2018,6
Parkwoods-Donalda,April,2018,4
Etobicoke West Mall,April,2018,7
High Park North,April,2018,6
Flemingdon Park,April,2018,5
Humewood-Cedarvale,April,2018,5
Scarborough Village,April,2018,5
Islington-City Centre West,April,2018,6
Roncesvalles,April,2018,5
Newtonbrook East,April,2018,7
High Park North,April,2018,7
Scarborough Village,April,2018,5
Rockcliffe-Smythe,April,2018,7
Woburn,April,2018,5
Stonegate-Queensway,May,2018,4
Clairlea-Birchmount,May,2018,5
Bayview Woods-Steeles,May,2018,7
Highland Creek,May,2018,4
Woodbine-Lumsden,May,2018,6
Victoria Village,May,2018,4
Humewood-Cedarvale,May,2018,6
Humewood-Cedarvale,May,2018,6
Pleasant View,May,2018,6
Taylor-Massey,May,2018,7
Westminster-Branson,May,2018,7
Eringate-Centennial-West DeaneMarkland Wood,May,2018,4
Dorset Park,May,2018,5
Downsview-Roding-CFB,May,2018,6
Morningside,May,2018,6
Eringate-Centennial-West DeaneMarkland Wood,May,2018,5
Guildwood,May,2018,5
Maple Leaf,May,2018,6
Long Branch,May,2018,5
Bridle Path-Sunnybrook-York Mills,May,2018,4
Waterfront Communities-The Island,May,2018,7
Kingsview Village-The Westway,May,2018,7
Forest Hill South,May,2018,5
Pleasant View,May,2018,5
The Beaches,May,2018,4
Willowridge-Martingrove-Richview,May,2018,5
Forest Hill South,May,2018,7
North St.James Town,May,2018,5
L'Amoreaux,May,2018,5
Agincourt South-Malvern West,May,2018,7
Humber Heights-Westmount,May,2018,4
Englemount-Lawrence,May,2018,6
Regent Park,May,2018,4
Broadview North,May,2018,4
Casa Loma,May,2018,4
East End-Danforth,May,2018,7
North St.James Town,May,2018,4
Etobicoke West Mall,May,2018,7
Willowridge-Martingrove-Richview,May,2018,6
Willowdale West,May,2018,4
Mount Olive-Silverstone-Jamestown,May,2018,7
Dufferin Grove,May,2018,4
Mount Pleasant East,May,2018,5
Mount Olive-Silverstone-Jamestown,May,2018,6
Blake-Jones,May,2018,7
Steeles,May,2018,6
Victoria Village,May,2018,5
Kingsview Village-The Westway,May,2018,6
Bedford Park-Nortown,May,2018,4
High Park-Swansea,May,2018,5
Steeles,May,2018,5
Thorncliffe Park,May,2018,5
Yonge-Eglinton,May,2018,7
Stonegate-Queensway,May,2018,5
O'Connor-Parkview,May,2018,6
East End-Danforth,May,2018,6
Pleasant View,May,2018,4
Greenwood-Coxwell,May,2018,4
Mount Olive-Silverstone-Jamestown,May,2018,7
High Park North,May,2018,5
Lansing-Westgate,May,2018,7
Brookhaven-Amesbury,May,2018,4
Mount Pleasant East,May,2018,4
Annex,May,2018,5
Danforth,May,2018,5
Beechborough-Greenbrook,May,2018,6
Oakridge,May,2018,7
Kingsway South,May,2018,4
Eringate-Centennial-West DeaneMarkland Wood,May,2018,7
Blake-Jones,May,2018,5
The Beaches,May,2018,7
Cliffcrest,May,2018,6
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,May,2018,4
Etobicoke West Mall,May,2018,6
Briar Hill-Belgravia,May,2018,5
Centennial Scarborough,May,2018,6
Regent Park,May,2018,4
Tam O'Shanter-Sullivan,May,2018,4
Lawrence Park North,May,2018,4
York University Heights,May,2018,5
Briar Hill-Belgravia,May,2018,4
High Park-Swansea,May,2018,7
Mount Pleasant East,May,2018,6
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,May,2018,5
Bayview Village,May,2018,5
Runnymede-Bloor West VillageJunction Area,May,2018,6
Willowdale East,May,2018,7
Newtonbrook West,May,2018,4
Little Portugal,May,2018,7
West Humber-Clairville,May,2018,5
North St.James Town,May,2018,4
Lawrence Park South,May,2018,4
Danforth,May,2018,5
Pelmo Park-Humberlea,May,2018,5
Long Branch,May,2018,5
Henry Farm,May,2018,6
Ionview,May,2018,7
Pleasant View,May,2018,5
Willowdale West,May,2018,4
Long Branch,May,2018,7
Clairlea-Birchmount,May,2018,5
Willowridge-Martingrove-Richview,May,2018,5
Bayview Woods-Steeles,May,2018,7
Runnymede-Bloor West VillageJunction Area,May,2018,5
Trinity-Bellwoods,May,2018,5
Caledonia-Fairbank,May,2018,4
New Toronto,May,2018,4
The Beaches,May,2018,6
Mount Pleasant West,May,2018,5
Lawrence Park North,May,2018,4
Danforth-East York,May,2018,4
Mount Pleasant West,May,2018,6
Edenbridge-Humber Valley,May,2018,6
Willowridge-Martingrove-Richview,May,2018,7
University,May,2018,5
Oakwood Village,May,2018,6
Newtonbrook West,May,2018,4
Birchcliffe-Cliffside,May,2018,5
Bridle Path-Sunnybrook-York Mills,May,2018,6
Steeles,May,2018,6
North St.James Town,May,2018,6
High Park North,May,2018,7
Highland Creek,May,2018,7
Beechborough-Greenbrook,May,2018,4
Beechborough-Greenbrook,May,2018,7
Beechborough-Greenbrook,May,2018,6
Old East York,May,2018,4
Runnymede-Bloor West VillageJunction Area,May,2018,4
Kingsview Village-The Westway,May,2018,6
Etobicoke West Mall,May,2018,7
Bedford Park-Nortown,May,2018,6
Hillcrest Village,May,2018,5
Waterfront Communities-The Island,May,2018,6
Maple Leaf,May,2018,5
Guildwood,May,2018,6
Roncesvalles,May,2018,7
Humber Summit,May,2018,5
Moss Park,May,2018,5
Morningside,May,2018,5
Morningside,May,2018,7
Downsview-Roding-CFB,May,2018,6
Clanton Park,June,2018,6
Downsview-Roding-CFB,June,2018,5
Trinity-Bellwoods,June,2018,6
Woburn,June,2018,5
Lawrence Park North,June,2018,6
Kennedy Park,June,2018,6
Thistletown-Beaumond Heights,June,2018,6
Mount Olive-Silverstone-Jamestown,June,2018,7
Elms-Old Rexdale,June,2018,6
South Parkdale,June,2018,5
High Park North,June,2018,7
Kingsview Village-The Westway,June,2018,6
Mount Dennis,June,2018,6
Greenwood-Coxwell,June,2018,6
Pleasant View,June,2018,5
Clairlea-Birchmount,June,2018,5
Niagara,June,2018,6
Lawrence Park South,June,2018,6
Long Branch,June,2018,7
North St.James Town,June,2018,5
Clanton Park,June,2018,7
Alderwood,June,2018,4
Eglinton East,June,2018,7
Tam O'Shanter-Sullivan,June,2018,4
Don Valley Village,June,2018,5
Dufferin Grove,June,2018,7
Oakwood Village,June,2018,6
Elms-Old Rexdale,June,2018,5
Malvern,June,2018,4
New Toronto,June,2018,4
Newtonbrook West,June,2018,5
Moss Park,June,2018,4
Keelesdale-Eglinton West,June,2018,5
Cabbagetown-South St.James Town,June,2018,6
Waterfront Communities-The Island,June,2018,6
Humber Heights-Westmount,June,2018,4
Kingsway South,June,2018,6
Willowridge-Martingrove-Richview,June,2018,7
York University Heights,June,2018,4
Scarborough Village,June,2018,7
Flemingdon Park,June,2018,7
Mount Pleasant East,June,2018,7
Westminster-Branson,June,2018,4
Briar Hill-Belgravia,June,2018,4
Palmerston-Little Italy,June,2018,4
Clanton Park,June,2018,5
Don Valley Village,June,2018,7
West Hill,June,2018,7
Humbermede,June,2018,4
Agincourt North,June,2018,4
Dorset Park,June,2018,6
Oakridge,June,2018,7
Danforth,June,2018,4
Cliffcrest,June,2018,5
West Humber-Clairville,June,2018,6
Rouge,June,2018,6
North St.James Town,June,2018,7
Woburn,June,2018,5
Thistletown-Beaumond Heights,June,2018,5
Bay Street Corridor,June,2018,6
Milliken,June,2018,4
Brookhaven-Amesbury,June,2018,6
Steeles,June,2018,6
Humewood-Cedarvale,June,2018,6
Wexford/Maryvale,June,2018,4
Mimico,June,2018,7
Henry Farm,June,2018,4
Dufferin Grove,June,2018,7
Humber Heights-Westmount,June,2018,4
Don Valley Village,June,2018,7
Lansing-Westgate,June,2018,4
Humewood-Cedarvale,June,2018,6
Leaside-Bennington,June,2018,7
Humbermede,June,2018,6
Steeles,June,2018,6
Birchcliffe-Cliffside,June,2018,6
Glenfield-Jane Heights,June,2018,7
Church-Yonge Corridor,June,2018,6
Steeles,June,2018,7
Kensington-Chinatown,June,2018,4
Steeles,June,2018,4
